alpha,T_max,T_exp,T_scale,objective1,objective2
0.0,0.00012854548,2.9949818,0.30266362,-0.9813539733378285,0.6129159216219346
0.0,0.00018976157,2.9834943,0.32127494,-0.9865380066164116,0.595143252740459
0.0,0.00017799817,2.9948025,0.32847512,-0.9884850089378944,0.6097770054659128
0.0,0.00016218855,2.986661,0.31194192,-0.9886394793748601,0.5863758892027312
0.0,0.00021931402,2.9848385,0.2167752,-0.98899770279929,0.5889329743880516
0.0,0.00023903119,2.9799278,0.06939885,-0.9909681682377598,0.5957228614180101
0.0,0.00018349104,2.9848087,0.05086266,-0.9971762252884397,0.5927018956203021
0.0,0.00020764215,2.9817176,0.2962895,-0.987088117131325,0.5950551635891252
0.0,0.00012988872,2.991839,0.121892564,-0.9803635644326495,0.599952080093002
0.0,0.00026950816,2.9851606,0.30477536,-0.9840280257320777,0.6011168149941725
0.0,0.00019582153,2.980113,0.31832102,-0.9916867577158568,0.5786934462706231
0.0,0.00023367755,2.9816098,0.22544515,-0.9937021437934587,0.5911889923591418
0.0,0.00022375798,2.9871979,0.23102401,-0.9934657240068016,0.6026523383391436
0.0,0.0001878212,2.989506,0.2664558,-0.991356732243758,0.5959819995959801
0.0,0.00020455055,2.9840848,0.079742715,-0.9897066316482862,0.5928852548566274
0.0,0.00019051705,2.9861474,0.19048856,-0.9900211424805349,0.5840701864283993
0.0,0.0002705002,2.982706,0.31054583,-0.9857056136954704,0.5950726860104576
0.0,0.00014360328,2.9931283,0.36212334,-0.9888349339252855,0.6032052031243119
0.0,0.00020084056,2.9838097,0.26501158,-0.996904681165991,0.5923200389164329
0.0,0.00015083433,2.9894564,0.060449224,-0.9743214015422835,0.5936008482629105
0.0,0.00017509043,2.9872165,0.3880243,-0.9932627598593265,0.5962186427021609
0.0,0.00019109361,2.9859605,0.23292942,-0.9917336755974193,0.5916529161767733
0.0,0.00013137226,2.9918876,0.046773087,-0.973111880582032,0.5953641527083072
0.0,0.00016397497,2.9889538,0.14239223,-0.9886886674208358,0.600127905951503
0.0,0.00016117161,2.9849482,0.21931088,-0.9911287537843932,0.5970296490915673
0.0,0.00022924705,2.9853003,0.2156936,-0.993547564283506,0.6003988238390199
0.0,0.00019034435,2.9894254,0.23457186,-0.9891321112075206,0.5962701324062649
0.0,0.00020064034,2.9866004,0.30071414,-0.9974358030153562,0.592529597077937
0.0,0.00022545831,2.983458,0.021028614,-0.9869028070942797,0.5902471268437399
0.0,0.00031024954,2.9841018,0.40562,-0.9946185556927939,0.6077456915598018
0.0,0.00013278106,2.9941604,0.416585,-0.9969249167730951,0.6021885144324315
0.0,0.00022955725,2.9831562,0.04161935,-0.9877459243291018,0.5954418418033063
0.0,0.0001974383,2.9877262,0.3516938,-0.9857247011381809,0.6014240739262643
0.0,0.0002220544,2.986813,0.078314975,-0.9896774640878485,0.6035660666480467
0.0,0.00018919424,2.9811845,0.20769386,-0.9921102824058629,0.5870111188874078
0.0,0.00010985419,2.9952905,0.16549274,-0.98902065088211,0.5967687095189325
0.0,0.00019409973,2.9862978,0.21954311,-0.9970222345749542,0.591372993785564
0.0,0.00024107187,2.9825692,0.08383617,-0.992497701129944,0.5938742382806558
0.0,0.00023220242,2.980377,0.36454198,-0.9905141887482639,0.600863658815864
0.0,0.00019069407,2.992653,0.28030434,-0.9958154637166858,0.6073673744582189
0.0,0.00022321998,2.9819038,0.25792652,-0.9935401399952368,0.5952941024790368
0.0,0.00020069016,2.9885702,0.15599747,-0.9944682568716577,0.6008840084620632
0.0,0.00018342504,2.985979,0.4920032,-0.9976376276587052,0.5955640013125013
0.0,0.00011440064,2.9935937,0.3168372,-0.9943160757889055,0.6117756579803507
0.0,0.00020471768,2.982046,0.25884464,-0.9945960323547527,0.5973399038685823
0.0,0.00021044961,2.9818983,0.18682086,-0.9897694079332586,0.5802074991545624
0.0,0.00019604938,2.9856777,0.2840595,-0.9913682292875783,0.5957422750284423
0.0,0.000118201104,2.994275,0.2337103,-0.990748340576975,0.604529735376187
0.0,0.00016454741,2.9885938,0.024192365,-0.9872021505963751,0.5966848215109664
0.0,0.00023670663,2.9767296,0.11938729,-0.9937909771835507,0.5828310199589829
0.0,0.00022944514,2.9842827,0.18131146,-0.991781525755968,0.5915852224235727
0.0,0.00019511927,2.9852495,0.25537172,-0.988236166156823,0.5808686944996544
0.0,0.00010772345,2.9942772,0.2791527,-0.9783841877435259,0.5974000420721686
0.0,0.00021181157,2.9807336,0.049918126,-0.9938152907567719,0.590842412810219
0.0,0.00010546951,2.9908237,0.1093137,-0.9809627402605753,0.6025856142206997
0.0,0.00021046455,2.985987,0.16797811,-0.9872766482891128,0.6057345096719459
0.0,0.00011783668,2.993016,0.23050405,-0.9798808663638578,0.5984422895654582
0.0,0.00017809794,2.991457,0.19047047,-0.980018909072801,0.599931942438216
0.0,0.00014017863,2.9913337,0.22544913,-0.9942414899482144,0.6038545566082865
0.0,0.00024145002,2.9864979,0.048569843,-0.9918523010383319,0.5954492434288355
0.0,0.00023615913,2.9896972,0.13359874,-0.9978860169128734,0.6065099565757339
0.0,0.00025168803,2.980642,0.33065093,-0.9917616852695762,0.600125283925999
0.0,0.00019505294,2.988698,0.2871779,-0.9978252091099659,0.6016930357248478
0.0,0.00022375995,2.9931517,0.39368954,-0.9898707387120231,0.6158076902447813
0.0,0.00025153122,2.9739933,0.059069946,-0.9930952631123003,0.5935030441854406
0.0,0.00017802144,2.9926128,0.28727415,-0.9837658274558809,0.6202103988185549
0.0,0.00019920364,2.9742136,0.33061954,-0.9951432726620426,0.5840052158785256
0.0,0.00016525696,2.9840589,0.3204658,-0.9906294992712544,0.5915823137282171
0.0,0.00019722273,2.9825974,0.21105966,-0.9961537724849705,0.5833796614413957
0.0,0.00020711716,2.9830554,0.15021408,-0.9923365793020896,0.5930307022831613
0.0,0.00027398535,2.9773188,0.28858262,-0.9917048383099228,0.5866724554460655
0.0,0.00010549022,2.9944754,0.15839943,-0.9707131508568615,0.6008573115729781
0.0,0.00016157125,2.9857028,0.2678753,-0.9885205144215486,0.5841670546224315
0.0,0.0002460023,2.9796975,0.07834858,-0.9901730596738588,0.6017713974669849
0.0,0.00013627642,2.9949505,0.2454698,-0.9962357785276356,0.6079685454608672
0.0,0.00018405559,2.9778652,0.3338754,-0.9939219133657253,0.5997243284798806
0.0,0.00018297127,2.990161,0.27598596,-0.9916160070324093,0.6035887674976553
0.0,0.0002257663,2.9865317,0.17621137,-0.9883117446695796,0.591262935329631
0.0,0.00022850634,2.982204,0.12015979,-0.9898955002470781,0.5935726794719319
0.0,0.00017394246,2.9875965,0.08375547,-0.9813708059809488,0.5941417188798883
0.0,0.0009919761,2.9773643,0.8583741,-0.9967524347573018,0.6171075927010444
0.0,0.00028990587,2.9890985,0.23344703,-0.991473912421847,0.6131574412882089
0.0,0.00023902961,2.988602,0.51678926,-0.9958177124316004,0.6016007142405081
0.0,0.00018940662,2.9899094,0.16678259,-0.9972418280183315,0.5998753566447056
0.0,0.00017774416,2.9801972,0.4000191,-0.9950464852781171,0.5907955802421946
0.0,0.0001843581,2.9862988,0.032195777,-0.9803129740340928,0.5895093783856857
0.0,8.8221524e-05,2.9959981,0.31406263,-0.9769963108404882,0.601493756655642
0.0,0.00013872777,2.9934587,0.32992077,-0.9870636688561919,0.6105003560736926
0.0,0.00020088912,2.983615,0.6361308,-0.993007365115108,0.5846791188035284
0.0,0.00017948967,2.9928524,0.22126178,-0.9962972193301434,0.6040954678526688
0.0,0.0001944058,2.9816895,0.35298508,-0.9908886622694932,0.5821988580859108
0.0,0.00023629835,2.981415,0.1905386,-0.9808822572987759,0.596653011371427
0.0,0.00022580703,2.9828513,0.15903881,-0.9843327817593945,0.5886597008223234
0.0,0.00017882492,2.9849312,0.32205665,-0.9894442608300004,0.5975832929354161
0.0,0.000329381,2.9925683,0.51263094,-0.9918253136507904,0.6086622796578124
0.0,0.00010185367,2.989459,0.15453064,-0.9902349923337624,0.6036418645235565
0.0,0.00017373529,2.9779596,0.46594393,-0.993146763896862,0.5726957158778255
0.0,0.0002034027,2.9825509,0.11338782,-0.9882252636939003,0.5909793661671017
0.0,0.00022342622,2.9878473,0.26672494,-0.989231175359086,0.6037985711952376
0.0,0.0002122085,2.9816864,0.17416741,-0.9925248660210265,0.5904886149348045
0.1,0.00050023926,2.2297602,0.6255055,-0.9897085581464491,0.5879226509006448
0.1,0.00050143397,1.850618,0.6679383,-0.9883013464296908,0.5852292552447123
0.1,0.0005834445,2.2573428,0.54101425,-0.9926583632099671,0.5869137193825891
0.1,0.00042596646,1.326295,0.59732246,-0.9834232957127952,0.6028535544514582
0.1,0.00048446815,1.7509651,0.6914627,-0.981022161485789,0.5885581415574993
0.1,0.0012860227,2.167587,0.80354494,-0.9891837529515025,0.5777989317220653
0.1,0.00050686847,1.8172551,0.7268987,-0.9880611869529661,0.5881623580253886
0.1,0.0006539251,2.1825657,0.8113067,-0.9951104653158215,0.5871917631134754
0.1,0.00044333457,1.4336951,0.5402836,-0.9811848829154765,0.5811290554803313
0.1,0.0003608566,0.15578012,0.21939264,-0.9794574946402136,0.597991081587317
0.1,0.00045251168,0.5652066,0.4888769,-0.9860914785171923,0.5880111212619588
0.1,0.00046044064,2.271626,0.3904751,-0.9974418354750948,0.5947494177846365
0.1,0.00045387133,2.2791574,0.54423165,-0.9859918462505354,0.5854390018310428
0.1,0.0004295379,1.1940202,0.46358582,-0.9910037862208034,0.5963526821952074
0.1,0.004305482,0.720556,0.47981426,-0.9683367441500931,0.5796402576707306
0.1,0.00080281025,2.7025082,0.9372878,-0.9899941123883784,0.5764197553838742
0.1,0.0015390057,2.268994,0.90175307,-0.9618740339342061,0.5841416459706373
0.1,0.07176309,0.4842226,0.9134703,-0.9150815190644288,0.5501324696586489
0.1,0.00047240648,2.2979097,0.63460314,-0.9827519978327774,0.5796567909924485
0.1,0.0005326219,2.200803,0.7090699,-0.9806590714537012,0.5931469300441747
0.1,0.00047737506,2.2063046,0.63027906,-0.9933209741367673,0.5789056288735809
0.1,0.00035781448,1.8855982,0.30985677,-0.9905344382489819,0.5821060692116131
0.1,0.00055353134,1.8084546,0.74689233,-0.9929051686557296,0.5743313476078276
0.1,0.00059481995,2.265861,0.85103834,-0.9866016695205019,0.5876798448514325
0.1,0.0013257972,1.7662679,0.635698,-0.9943059979203811,0.5786225526331039
0.1,0.00046092703,2.4440463,0.58803296,-0.9976932304264869,0.5808666286798734
0.1,0.00038653548,0.56438273,0.33369434,-0.990358708756296,0.5842326352325654
0.1,0.001129298,2.4080741,0.8028698,-0.9847009558884652,0.5711817997440345
0.1,0.0006217622,2.877774,0.7418757,-0.9895501741298175,0.5774147431932213
0.1,0.00045749807,2.6738653,0.26859593,-0.9964908650643904,0.5841509765829129
0.1,0.00040463905,0.8401355,0.42903572,-0.9843767167893531,0.5858350734351635
0.1,0.00034218823,0.04067534,0.054994803,-0.9815354147482632,0.5976146709052172
0.1,0.00045265138,1.9063758,0.48716748,-0.992792198273599,0.5814154262375759
0.1,0.00076405215,2.5933068,0.9512795,-0.9804829854487636,0.5923176751068034
0.1,0.00079131336,2.3941896,0.9109427,-0.9832971285164102,0.5829840253627784
0.1,0.00040180664,0.72889113,0.37732777,-0.994465697363989,0.5995514661598077
0.1,0.00049420516,1.5829448,0.6574307,-0.9786696638912785,0.5799770032719975
0.1,0.00035456664,0.42984948,0.25468242,-0.9851803548565737,0.5880707298318393
0.1,0.00041586303,1.9610639,0.47812638,-0.986970717772302,0.5797661227670765
0.1,0.0005779376,1.8742323,0.8045995,-0.9965799001603797,0.5903075218326332
0.1,0.076575615,0.46460086,0.92539185,-0.9245909903888002,0.5594844162159661
0.1,0.0007327558,2.6684942,0.9521623,-0.9843170679867795,0.5758789886863441
0.1,0.00038623187,1.1837236,0.4338521,-0.9949669275690638,0.6026075538852609
0.1,0.00046093148,1.7975817,0.5966716,-0.9851351639719443,0.5925740477246684
0.1,0.00056586124,2.0485864,0.82777005,-0.9949817691692435,0.5840121077811206
0.1,0.00034547952,1.1481956,0.26833132,-0.9900896754001814,0.5910559433964143
0.1,0.0003849735,1.7385656,0.3697533,-0.9916220883943483,0.5927639352736934
0.1,0.015139438,1.8644261,0.53644925,-0.9852250760596788,0.5621198286349728
0.1,0.00046974275,1.7331614,0.64134616,-0.9816134144225844,0.5946549238538051
0.1,0.0007671431,2.803605,0.8723482,-0.987713313267626,0.5728461512509451
0.1,0.0009886725,2.4889913,0.8329771,-0.9799921033977652,0.5772664982214819
0.1,0.0029953269,0.8695101,0.24779859,-0.9872272564211079,0.5736829159122286
0.1,0.00045663986,1.8196509,0.6248552,-0.9858919121363574,0.5921821478356175
0.1,0.00069910934,2.7171295,0.96330255,-0.9880207347880895,0.5762692789565225
0.1,0.00046679328,0.46867248,0.56240916,-0.9749612010221881,0.6012743865717821
0.1,0.0008677854,2.515916,0.67552876,-0.9937766388715765,0.5690395810521575
0.1,0.0004101891,2.145297,0.5380318,-0.9968646708842344,0.5944523584286152
0.1,0.00038927572,0.26713085,0.2785519,-0.9731622678572712,0.5924963567613933
0.1,0.00035356864,0.092116565,0.06509629,-0.9896133688453156,0.6046241097932071
0.1,0.00039734822,2.0143948,0.3502479,-0.9905737540211673,0.5883203662181054
0.1,0.00056559464,1.9566183,0.6033675,-0.9913791453004122,0.5901703031104344
0.1,0.0007650458,2.5043511,0.73755866,-0.9954759491083783,0.5844328571262626
0.1,0.0072509004,1.0130837,0.5419687,-0.9938865600852307,0.5581147826864163
0.1,0.00153034,1.845265,0.53565127,-0.9916278622908244,0.5838654497755332
0.1,0.00055786374,2.5659592,0.82672167,-0.9890099671387255,0.5863871116989495
0.1,0.00048212748,1.4393729,0.6117387,-0.9942806094604554,0.5841646215193738
0.1,0.00058977684,1.84594,0.8334651,-0.9846211879097487,0.5938833380793568
0.1,0.006735122,0.66669226,0.21780914,-0.9658030623135163,0.572820934229438
0.1,0.0005321823,1.9244632,0.77140313,-0.9694621715009741,0.5829852304297457
0.1,0.033057354,0.51570874,0.84526765,-0.955072301919817,0.5657439780744367
0.1,0.00057338463,2.3700662,0.8476375,-0.9798181149663157,0.5886479291960973
0.1,0.0032369366,0.8423938,0.4477711,-0.9733019927737245,0.5786661939946351
0.1,0.0004535443,2.861687,0.54892385,-0.9908296262732663,0.5803432649897472
0.1,0.00043410325,1.7567853,0.5798885,-0.9863636831590661,0.5783286450978019
0.1,0.0014902243,2.3446999,0.88385284,-0.9840737901515307,0.5795937143298443
0.1,0.000675863,2.742854,0.9264707,-0.985289487448539,0.5856718745848462
0.1,0.0005832405,2.483419,0.29350147,-0.9948908861337923,0.5821668514668218
0.1,0.0005995296,2.2332897,0.77326095,-0.9961979545306098,0.5856066461474762
0.1,0.00034137172,0.32374808,0.17291337,-0.9884479054326679,0.5949938915504206
0.1,0.056652438,0.48536652,0.9061959,-0.9637606266659203,0.5586500026580399
0.1,0.000657184,2.8276258,0.91696095,-0.9901983247555102,0.5823382883851247
0.1,0.00054021436,1.8874078,0.5052988,-0.9958452613937961,0.591637441103568
0.1,0.009092393,0.9107876,0.36506566,-0.9707892847361266,0.569025913756786
0.1,0.0005332312,2.0668147,0.6847704,-0.9893950067906134,0.5801601164473614
0.1,0.00036908657,2.5400364,0.510236,-0.994889048679536,0.5923030275887555
0.1,0.0003842259,1.2369218,0.3351222,-0.9875575444241711,0.5974455081445986
0.1,0.00045238144,2.5981088,0.3256487,-0.994892527023067,0.5876797578516166
0.1,0.001805398,0.5415314,0.21168087,-0.9938301964090114,0.5695156566558311
0.1,0.045842785,0.48945236,0.88731295,-0.983279712172576,0.5554585444398876
0.1,0.0005329526,2.610502,0.3633766,-0.9931545260027177,0.5767368460484275
0.1,0.0003659498,1.0942415,0.40118545,-0.9845044375184706,0.5812188838826309
0.1,0.00094548747,2.270507,0.8021679,-0.9832907017310266,0.5721598590330728
0.1,0.0010319279,2.4609003,0.7729397,-0.9892266762674893,0.5701263804814155
0.1,0.0005102709,2.2088752,0.5653846,-0.9937967264127545,0.5896781929229904
0.1,0.0005683324,2.4319263,0.62909544,-0.9911793448954194,0.5759896497428324
0.1,0.0032505326,1.1781362,0.4058662,-0.982317097411007,0.5718686983271123
0.1,0.00069544144,2.7940066,0.9518323,-0.9906799805053202,0.5786582959153556
0.1,0.0003498165,0.5685342,0.26873624,-0.9832205574912147,0.5894213869972915
0.1,0.0007994725,2.8697448,0.9404039,-0.9877143918111786,0.576656740152548
0.1,0.000859897,2.7276847,0.92499137,-0.9850908809604009,0.5896624135377901
0.2,0.0013575938,2.6486847,0.9651182,-0.9953097657717624,0.562033033651934
0.2,0.0015322905,2.2232885,0.61450076,-0.9923308399323513,0.5646650885760623
0.2,0.0013827957,2.3457873,0.6321903,-0.9938597182588684,0.5577038817861044
0.2,0.0018116474,1.9113312,0.33544835,-0.9968982436925053,0.5704378261692601
0.2,0.0013031331,2.1839414,0.68082404,-0.9832008481500598,0.5509767350017232
0.2,0.0013957453,2.302649,0.8488201,-0.9969586026204211,0.5564382386491081
0.2,0.0014577742,2.5260944,0.91580284,-0.9899532297711962,0.5594103535670779
0.2,0.0015636553,2.2132452,0.8261781,-0.9898882786593225,0.5725244325891015
0.2,0.038901195,0.53974164,0.058709197,-0.9809697842482009,0.5665680017599255
0.2,0.0114997765,1.1897638,0.18847093,-0.9885831045072304,0.5832407845743505
0.2,0.0016541721,2.0295365,0.3946248,-0.994988037366105,0.5482711866195795
0.2,0.0017269548,1.7006487,0.87304133,-0.996365206786208,0.5676822106485679
0.2,0.0018245041,1.2940747,0.80920404,-0.9925318467205793,0.576389483813615
0.2,0.0012689643,2.3676517,0.6701968,-0.9864470168055486,0.5562399261205146
0.2,0.03356801,1.4212778,0.3838294,-0.9781513425230989,0.5867027768199873
0.2,0.001381475,2.6984582,0.83282685,-0.9894535083698655,0.5694978709230618
0.2,0.029646752,0.6423692,0.27383357,-0.9869588749242209,0.5727839183235766
0.2,0.0013840287,1.8400006,0.63239723,-0.9865077150700401,0.5743432865140607
0.2,0.037277218,0.47644866,0.19516891,-0.9863546199406626,0.567981568571943
0.2,0.0013589398,1.9163193,0.37572488,-0.9838513935175804,0.5721963214000578
0.2,0.0015426165,2.3004174,0.6471981,-0.9871121767335679,0.5713809044158927
0.2,0.0013164808,2.461663,0.93345785,-0.9881684747678589,0.5596247165654695
0.2,0.03486701,0.42829093,0.044817396,-0.9888906438012706,0.5610025488094199
0.2,0.0019336593,1.3137045,0.48131713,-0.9888238616895975,0.5949225787763563
0.2,0.001310703,2.6267729,0.8912624,-0.9929219761499614,0.5548189108940756
0.2,0.0015210907,2.352799,0.88167155,-0.9888845642967611,0.5592310041583363
0.2,0.0018123932,1.9635898,0.5562239,-0.9802167671646703,0.5677988759770346
0.2,0.0015418619,2.047107,0.5500016,-0.9954239927645088,0.5675174130742504
0.2,0.0061382432,1.6070316,0.14089991,-0.9881135850183874,0.5741531314754567
0.2,0.001509099,2.4650564,0.42856157,-0.9899617346307045,0.5728234202767534
0.2,0.0015024911,1.5633479,0.24256366,-0.9808936126458305,0.5575761984315458
0.2,0.014279517,1.2174891,0.15828185,-0.9841050775054709,0.5815182166905685
0.2,0.0015243695,2.2592368,0.5882726,-0.9962544103605272,0.5549660645677698
0.2,0.011983626,1.5162374,0.33875862,-0.9808945148379392,0.5779277429752753
0.2,0.019750098,0.8840476,0.25276753,-0.9862648973546001,0.5731299270004735
0.2,0.0013328046,2.796775,0.9600604,-0.9935514362021104,0.556052586164845
0.2,0.0013752297,2.0610852,0.5290034,-0.988472805938309,0.5536272376039564
0.2,0.006425775,1.5901929,0.1455414,-0.9900993253285542,0.5771044937238653
0.2,0.0016506665,2.1001954,0.92813116,-0.9922635044300105,0.5530971708677835
0.2,0.020455658,0.8108365,0.22366965,-0.9887123943467726,0.5731580029130514
0.2,0.0015858423,1.1332903,0.42686015,-0.9944885064726807,0.5795134495283114
0.2,0.0015580165,1.8496394,0.36710227,-0.9924159085422971,0.5593119543619618
0.2,0.0015786707,2.0775127,0.5204678,-0.9923435587556517,0.5523249233314309
0.2,0.0014567451,2.1196191,0.7558207,-0.9933495319151574,0.5654769484644903
0.2,0.011436821,1.3306649,0.28666186,-0.991402010878588,0.5744736810240861
